product,city,date,sales
Toys,S005,02-01-2023,489
Electronics,S005,02-01-2023,173
Clothing,S005,02-01-2023,484
Furniture,S005,02-01-2023,1271
Groceries,S005,02-01-2023,86
Furniture,S001,02-02-2023,395
Clothing,S001,02-02-2023,204
Toys,S001,02-02-2023,670
Electronics,S001,02-02-2023,595
Groceries,S001,02-02-2023,242
Clothing,S002,02-02-2023,1097
Toys,S002,02-02-2023,535
Furniture,S002,02-02-2023,290
Groceries,S002,02-02-2023,215
Electronics,S002,02-02-2023,222
Furniture,S003,02-02-2023,917
Electronics,S003,02-02-2023,596
Clothing,S003,02-02-2023,1162
Groceries,S003,02-02-2023,589
Toys,S003,02-02-2023,244
Furniture,S004,02-02-2023,1062
Clothing,S004,02-02-2023,640
Toys,S004,02-02-2023,190
Electronics,S004,02-02-2023,882
Groceries,S004,02-02-2023,195
Groceries,S005,02-02-2023,759
Furniture,S005,02-02-2023,695
Toys,S005,02-02-2023,555
Clothing,S005,02-02-2023,84
Electronics,S005,02-02-2023,491
Electronics,S001,02-03-2023,445
Clothing,S001,02-03-2023,151
Toys,S001,02-03-2023,811
Furniture,S001,02-03-2023,112
Groceries,S001,02-03-2023,145
Clothing,S002,02-03-2023,155
Electronics,S002,02-03-2023,852
Groceries,S002,02-03-2023,591
Toys,S002,02-03-2023,794
Furniture,S002,02-03-2023,40
Clothing,S003,02-03-2023,712
Toys,S003,02-03-2023,453
Furniture,S003,02-03-2023,870
Electronics,S003,02-03-2023,748
Groceries,S003,02-03-2023,320
Furniture,S004,02-03-2023,1293
Clothing,S004,02-03-2023,674
Toys,S004,02-03-2023,320
Electronics,S004,02-03-2023,153
Groceries,S004,02-03-2023,441
Clothing,S005,02-03-2023,512
Electronics,S005,02-03-2023,498
Toys,S005,02-03-2023,409
Furniture,S005,02-03-2023,423
Groceries,S005,02-03-2023,873
Toys,S001,02-04-2023,438
Groceries,S001,02-04-2023,834
Furniture,S001,02-04-2023,496
Clothing,S001,02-04-2023,35
Electronics,S001,02-04-2023,425
Toys,S002,02-04-2023,400
Groceries,S002,02-04-2023,324
Clothing,S002,02-04-2023,285
Electronics,S002,02-04-2023,302
Furniture,S002,02-04-2023,1528
Groceries,S003,02-04-2023,639
Furniture,S003,02-04-2023,1350
Toys,S003,02-04-2023,577
Electronics,S003,02-04-2023,179
Clothing,S003,02-04-2023,115
Clothing,S004,02-04-2023,1160
Groceries,S004,02-04-2023,595
Furniture,S004,02-04-2023,1079
Toys,S004,02-04-2023,154
Electronics,S004,02-04-2023,296
Groceries,S005,02-04-2023,535
Clothing,S005,02-04-2023,793
Electronics,S005,02-04-2023,106
Furniture,S005,02-04-2023,469
Toys,S005,02-04-2023,324
Furniture,S001,02-05-2023,118
Electronics,S001,02-05-2023,297
Clothing,S001,02-05-2023,1198
Groceries,S001,02-05-2023,706
Toys,S001,02-05-2023,202
Electronics,S002,02-05-2023,671
Furniture,S002,02-05-2023,549
Clothing,S002,02-05-2023,269
Groceries,S002,02-05-2023,208
Toys,S002,02-05-2023,1171
Toys,S003,02-05-2023,133
Electronics,S003,02-05-2023,441
Clothing,S003,02-05-2023,600
Groceries,S003,02-05-2023,1138
Furniture,S003,02-05-2023,281
Toys,S004,02-05-2023,621
Groceries,S004,02-05-2023,343
Furniture,S004,02-05-2023,454
Electronics,S004,02-05-2023,739
Clothing,S004,02-05-2023,626
Clothing,S005,02-05-2023,759
Electronics,S005,02-05-2023,499
Furniture,S005,02-05-2023,390
Toys,S005,02-05-2023,375
Groceries,S005,02-05-2023,353
Clothing,S001,02-06-2023,517
Furniture,S001,02-06-2023,653
Groceries,S001,02-06-2023,798
Electronics,S001,02-06-2023,194
Toys,S001,02-06-2023,156
Clothing,S002,02-06-2023,883
Toys,S002,02-06-2023,1029
Electronics,S002,02-06-2023,594
Groceries,S002,02-06-2023,392
Furniture,S002,02-06-2023,198
Toys,S003,02-06-2023,224
Groceries,S003,02-06-2023,603
Furniture,S003,02-06-2023,1120
Clothing,S003,02-06-2023,769
Electronics,S003,02-06-2023,527
Clothing,S004,02-06-2023,1143
Furniture,S004,02-06-2023,493
Toys,S004,02-06-2023,162
Electronics,S004,02-06-2023,377
Groceries,S004,02-06-2023,401
Furniture,S005,02-06-2023,581
Toys,S005,02-06-2023,712
Clothing,S005,02-06-2023,669
Electronics,S005,02-06-2023,393
Groceries,S005,02-06-2023,303
Furniture,S001,02-07-2023,441
Electronics,S001,02-07-2023,1016
Clothing,S001,02-07-2023,315
Groceries,S001,02-07-2023,252
Toys,S001,02-07-2023,654
Toys,S002,02-07-2023,349
Groceries,S002,02-07-2023,552
Electronics,S002,02-07-2023,391
Furniture,S002,02-07-2023,521
Clothing,S002,02-07-2023,493
Clothing,S003,02-07-2023,1544
Furniture,S003,02-07-2023,631
Groceries,S003,02-07-2023,444
Electronics,S003,02-07-2023,95
Toys,S003,02-07-2023,176
Groceries,S004,02-07-2023,1091
Toys,S004,02-07-2023,485
Furniture,S004,02-07-2023,576
Electronics,S004,02-07-2023,737
Clothing,S004,02-07-2023,77
Clothing,S005,02-07-2023,942
Groceries,S005,02-07-2023,1085
Furniture,S005,02-07-2023,342
Electronics,S005,02-07-2023,440
Toys,S005,02-07-2023,313
Groceries,S001,02-08-2023,1013
Toys,S001,02-08-2023,267
Clothing,S001,02-08-2023,730
Furniture,S001,02-08-2023,400
Electronics,S001,02-08-2023,139
Furniture,S002,02-08-2023,968
Electronics,S002,02-08-2023,246
Groceries,S002,02-08-2023,849
Clothing,S002,02-08-2023,509
Toys,S002,02-08-2023,382
Electronics,S003,02-08-2023,40
Clothing,S003,02-08-2023,777
Furniture,S003,02-08-2023,181
Groceries,S003,02-08-2023,749
Toys,S003,02-08-2023,1327
Groceries,S004,02-08-2023,521
Electronics,S004,02-08-2023,457
Toys,S004,02-08-2023,1616
Clothing,S004,02-08-2023,316
Furniture,S004,02-08-2023,548
Clothing,S005,02-08-2023,764
Electronics,S005,02-08-2023,424
Toys,S005,02-08-2023,408
Groceries,S005,02-08-2023,828
Furniture,S005,02-08-2023,23
Groceries,S001,02-09-2023,370
Furniture,S001,02-09-2023,887
Electronics,S001,02-09-2023,942
Clothing,S001,02-09-2023,210
Toys,S001,02-09-2023,518
Toys,S002,02-09-2023,582
Electronics,S002,02-09-2023,194
Groceries,S002,02-09-2023,507
Clothing,S002,02-09-2023,198
Furniture,S002,02-09-2023,513
Clothing,S003,02-09-2023,524
Groceries,S003,02-09-2023,394
Electronics,S003,02-09-2023,218
Furniture,S003,02-09-2023,1164
Toys,S003,02-09-2023,898
Clothing,S004,02-09-2023,139
Groceries,S004,02-09-2023,135
Furniture,S004,02-09-2023,1582
Electronics,S004,02-09-2023,381
Toys,S004,02-09-2023,27
Furniture,S005,02-09-2023,570
Groceries,S005,02-09-2023,515
Clothing,S005,02-09-2023,601
Electronics,S005,02-09-2023,337
Toys,S005,02-09-2023,181
Groceries,S001,02-10-2023,390
Furniture,S001,02-10-2023,372
Clothing,S001,02-10-2023,951
Toys,S001,02-10-2023,193
Electronics,S001,02-10-2023,748
Clothing,S002,02-10-2023,907
Furniture,S002,02-10-2023,743
Electronics,S002,02-10-2023,418
Groceries,S002,02-10-2023,717
Toys,S002,02-10-2023,497
Toys,S003,02-10-2023,822
Groceries,S003,02-10-2023,319
Clothing,S003,02-10-2023,1136
Furniture,S003,02-10-2023,172
Electronics,S003,02-10-2023,517
Furniture,S004,02-10-2023,284
Toys,S004,02-10-2023,1083
Groceries,S004,02-10-2023,871
Electronics,S004,02-10-2023,607
Toys,S005,02-10-2023,678
Furniture,S005,02-10-2023,314
Clothing,S005,02-10-2023,1186
Electronics,S005,02-10-2023,272
Groceries,S005,02-10-2023,1114
Furniture,S001,02-11-2023,670
Toys,S001,02-11-2023,1520
Clothing,S001,02-11-2023,428
Groceries,S001,02-11-2023,805
Electronics,S001,02-11-2023,290
Clothing,S002,02-11-2023,1187
Toys,S002,02-11-2023,328
Electronics,S002,02-11-2023,195
Furniture,S002,02-11-2023,375
Groceries,S002,02-11-2023,484
Clothing,S003,02-11-2023,813
Electronics,S003,02-11-2023,458
Furniture,S003,02-11-2023,247
Groceries,S003,02-11-2023,172
Toys,S003,02-11-2023,801
Toys,S004,02-11-2023,1395
Groceries,S004,02-11-2023,241
Furniture,S004,02-11-2023,463
Clothing,S004,02-11-2023,646
Electronics,S004,02-11-2023,584
Groceries,S005,02-11-2023,1090
Clothing,S005,02-11-2023,215
Electronics,S005,02-11-2023,314
Toys,S005,02-11-2023,485
Furniture,S005,02-11-2023,29
Groceries,S001,02-12-2023,444
Furniture,S001,02-12-2023,636
Toys,S001,02-12-2023,1084
Clothing,S001,02-12-2023,634
Electronics,S001,02-12-2023,180
Electronics,S002,02-12-2023,749
Toys,S002,02-12-2023,1128
Furniture,S002,02-12-2023,362
Groceries,S002,02-12-2023,473
Clothing,S002,02-12-2023,237
Toys,S003,02-12-2023,274
Groceries,S003,02-12-2023,265
Furniture,S003,02-12-2023,883
Electronics,S003,02-12-2023,201
Clothing,S003,02-12-2023,838
Furniture,S004,02-12-2023,869
Electronics,S004,02-12-2023,353
Toys,S004,02-12-2023,741
Clothing,S004,02-12-2023,680
Groceries,S004,02-12-2023,385
Furniture,S005,02-12-2023,441
Clothing,S005,02-12-2023,547
Electronics,S005,02-12-2023,1205
Toys,S005,02-12-2023,584
Groceries,S005,02-12-2023,496
Groceries,S001,02-13-2023,1482
Furniture,S001,02-13-2023,763
Clothing,S001,02-13-2023,255
Electronics,S001,02-13-2023,351
Toys,S001,02-13-2023,396
Groceries,S002,02-13-2023,1111
Toys,S002,02-13-2023,599
Electronics,S002,02-13-2023,679
Clothing,S002,02-13-2023,25
Furniture,S002,02-13-2023,469
Groceries,S003,02-13-2023,926
Clothing,S003,02-13-2023,410
Toys,S003,02-13-2023,615
Electronics,S003,02-13-2023,734
Furniture,S003,02-13-2023,423
Electronics,S004,02-13-2023,778
Toys,S004,02-13-2023,550
Groceries,S004,02-13-2023,243
Furniture,S004,02-13-2023,441
Clothing,S004,02-13-2023,210
Electronics,S005,02-13-2023,871
Groceries,S005,02-13-2023,923
Clothing,S005,02-13-2023,323
Furniture,S005,02-13-2023,96
Toys,S005,02-13-2023,386
Toys,S001,02-14-2023,296
Electronics,S001,02-14-2023,589
Furniture,S001,02-14-2023,851
Clothing,S001,02-14-2023,781
Groceries,S001,02-14-2023,305
Toys,S002,02-14-2023,569
Furniture,S002,02-14-2023,524
Clothing,S002,02-14-2023,505
Groceries,S002,02-14-2023,854
Electronics,S002,02-14-2023,484
Furniture,S003,02-14-2023,662
Electronics,S003,02-14-2023,17
Toys,S003,02-14-2023,654
Clothing,S003,02-14-2023,193
Groceries,S003,02-14-2023,1008
Electronics,S004,02-14-2023,985
Groceries,S004,02-14-2023,907
Furniture,S004,02-14-2023,271
Clothing,S004,02-14-2023,497
Toys,S004,02-14-2023,176
Groceries,S005,02-14-2023,880
Clothing,S005,02-14-2023,313
Toys,S005,02-14-2023,1212
Electronics,S005,02-14-2023,549
Furniture,S005,02-14-2023,724
Clothing,S001,02-15-2023,519
Electronics,S001,02-15-2023,557
Groceries,S001,02-15-2023,246
Furniture,S001,02-15-2023,561
Toys,S001,02-15-2023,209
Groceries,S002,02-15-2023,369
Toys,S002,02-15-2023,347
Electronics,S002,02-15-2023,604
Furniture,S002,02-15-2023,825
Clothing,S002,02-15-2023,313
Furniture,S003,02-15-2023,405
Electronics,S003,02-15-2023,875
Toys,S003,02-15-2023,699
Groceries,S003,02-15-2023,496
Clothing,S003,02-15-2023,366
Toys,S004,02-15-2023,165
Clothing,S004,02-15-2023,754
Groceries,S004,02-15-2023,869
Furniture,S004,02-15-2023,250
Electronics,S004,02-15-2023,198
Groceries,S005,02-15-2023,341
Furniture,S005,02-15-2023,1007
Electronics,S005,02-15-2023,0
Clothing,S005,02-15-2023,907
Toys,S005,02-15-2023,755
Toys,S001,02-16-2023,884
Electronics,S001,02-16-2023,577
Furniture,S001,02-16-2023,274
Groceries,S001,02-16-2023,363
Clothing,S001,02-16-2023,684
Furniture,S002,02-16-2023,611
Toys,S002,02-16-2023,818
Groceries,S002,02-16-2023,218
Electronics,S002,02-16-2023,390
Clothing,S002,02-16-2023,314
Toys,S003,02-16-2023,245
Furniture,S003,02-16-2023,1217
Clothing,S003,02-16-2023,284
Electronics,S003,02-16-2023,652
Groceries,S003,02-16-2023,604
Clothing,S004,02-16-2023,464
Groceries,S004,02-16-2023,173
Furniture,S004,02-16-2023,1555
Toys,S004,02-16-2023,509
Electronics,S004,02-16-2023,461
Groceries,S005,02-16-2023,542
Furniture,S005,02-16-2023,683
Electronics,S005,02-16-2023,24
Clothing,S005,02-16-2023,468
Toys,S005,02-16-2023,233
Groceries,S001,02-17-2023,958
Clothing,S001,02-17-2023,239
Electronics,S001,02-17-2023,431
Furniture,S001,02-17-2023,722
Toys,S001,02-17-2023,389
Toys,S002,02-17-2023,835
Furniture,S002,02-17-2023,704
Clothing,S002,02-17-2023,682
Groceries,S002,02-17-2023,504
Electronics,S002,02-17-2023,218
Toys,S003,02-17-2023,400
Furniture,S003,02-17-2023,571
Electronics,S003,02-17-2023,571
Clothing,S003,02-17-2023,181
Groceries,S003,02-17-2023,491
Clothing,S004,02-17-2023,401
Electronics,S004,02-17-2023,473
Furniture,S004,02-17-2023,365
Groceries,S004,02-17-2023,697
Toys,S004,02-17-2023,439
Clothing,S005,02-17-2023,443
Toys,S005,02-17-2023,746
Electronics,S005,02-17-2023,324
Furniture,S005,02-17-2023,558
Groceries,S005,02-17-2023,569
Furniture,S001,02-18-2023,550
Electronics,S001,02-18-2023,322
Toys,S001,02-18-2023,1013
Clothing,S001,02-18-2023,1029
Furniture,S002,02-18-2023,1403
Clothing,S002,02-18-2023,599
Groceries,S002,02-18-2023,684
Electronics,S002,02-18-2023,88
Toys,S002,02-18-2023,227
Toys,S003,02-18-2023,669
Groceries,S003,02-18-2023,703
Clothing,S003,02-18-2023,210
Furniture,S003,02-18-2023,281
Electronics,S003,02-18-2023,611
Groceries,S004,02-18-2023,1583
Electronics,S004,02-18-2023,448
Furniture,S004,02-18-2023,557
Clothing,S004,02-18-2023,490
Toys,S004,02-18-2023,58
Electronics,S005,02-18-2023,970
Clothing,S005,02-18-2023,1110
Toys,S005,02-18-2023,475
Groceries,S005,02-18-2023,164
Furniture,S005,02-18-2023,567
Electronics,S001,02-19-2023,605
Furniture,S001,02-19-2023,310
Groceries,S001,02-19-2023,380
Toys,S001,02-19-2023,863
Clothing,S001,02-19-2023,219
Electronics,S002,02-19-2023,904
Furniture,S002,02-19-2023,563
Clothing,S002,02-19-2023,355
Groceries,S002,02-19-2023,458
Toys,S002,02-19-2023,127
Electronics,S003,02-19-2023,725
Clothing,S003,02-19-2023,310
Toys,S003,02-19-2023,525
Groceries,S003,02-19-2023,719
Furniture,S003,02-19-2023,551
Electronics,S004,02-19-2023,806
Toys,S004,02-19-2023,861
Clothing,S004,02-19-2023,227
Furniture,S004,02-19-2023,702
Groceries,S004,02-19-2023,615
Electronics,S005,02-19-2023,634
Furniture,S005,02-19-2023,792
Toys,S005,02-19-2023,827
Groceries,S005,02-19-2023,390
Clothing,S005,02-19-2023,346
Furniture,S001,02-20-2023,481
Groceries,S001,02-20-2023,476
Clothing,S001,02-20-2023,382
Electronics,S001,02-20-2023,704
Toys,S001,02-20-2023,77
Furniture,S002,02-20-2023,638
Toys,S002,02-20-2023,804
Groceries,S002,02-20-2023,836
Electronics,S002,02-20-2023,190
Clothing,S002,02-20-2023,514
Furniture,S003,02-20-2023,187
Toys,S003,02-20-2023,523
Electronics,S003,02-20-2023,997
Clothing,S003,02-20-2023,560
Groceries,S003,02-20-2023,149
Clothing,S004,02-20-2023,452
Electronics,S004,02-20-2023,458
Toys,S004,02-20-2023,736
Furniture,S004,02-20-2023,658
Groceries,S004,02-20-2023,50
Furniture,S005,02-20-2023,767
Toys,S005,02-20-2023,661
Electronics,S005,02-20-2023,171
Clothing,S005,02-20-2023,798
Groceries,S005,02-20-2023,339
Toys,S001,02-21-2023,408
Electronics,S001,02-21-2023,682
Clothing,S001,02-21-2023,839
Groceries,S001,02-21-2023,579
Furniture,S001,02-21-2023,464
Groceries,S002,02-21-2023,983
Toys,S002,02-21-2023,536
Clothing,S002,02-21-2023,403
Electronics,S002,02-21-2023,200
Furniture,S002,02-21-2023,1271
Clothing,S003,02-21-2023,622
Toys,S003,02-21-2023,480
Furniture,S003,02-21-2023,722
Electronics,S003,02-21-2023,1021
Groceries,S003,02-21-2023,182
Furniture,S004,02-21-2023,456
Electronics,S004,02-21-2023,379
Groceries,S004,02-21-2023,543
Toys,S004,02-21-2023,424
Clothing,S004,02-21-2023,217
Toys,S005,02-21-2023,512
Clothing,S005,02-21-2023,746
Groceries,S005,02-21-2023,132
Furniture,S005,02-21-2023,643
Electronics,S005,02-21-2023,91
Furniture,S001,02-22-2023,745
Toys,S001,02-22-2023,631
Clothing,S001,02-22-2023,692
Groceries,S001,02-22-2023,608
Electronics,S001,02-22-2023,290
Toys,S002,02-22-2023,476
Clothing,S002,02-22-2023,1071
Furniture,S002,02-22-2023,580
Groceries,S002,02-22-2023,678
Electronics,S002,02-22-2023,61
Groceries,S003,02-22-2023,812
Toys,S003,02-22-2023,331
Electronics,S003,02-22-2023,441
Clothing,S003,02-22-2023,516
Furniture,S003,02-22-2023,406
Toys,S004,02-22-2023,163
Groceries,S004,02-22-2023,1216
Clothing,S004,02-22-2023,1038
Electronics,S004,02-22-2023,354
Furniture,S004,02-22-2023,179
Toys,S005,02-22-2023,392
Furniture,S005,02-22-2023,745
Clothing,S005,02-22-2023,577
Electronics,S005,02-22-2023,243
Groceries,S005,02-22-2023,473
Groceries,S001,02-23-2023,615
Electronics,S001,02-23-2023,533
Toys,S001,02-23-2023,1223
Clothing,S001,02-23-2023,208
Furniture,S001,02-23-2023,881
Clothing,S002,02-23-2023,221
Electronics,S002,02-23-2023,345
Furniture,S002,02-23-2023,945
Toys,S002,02-23-2023,705
Groceries,S002,02-23-2023,419
Groceries,S003,02-23-2023,662
Toys,S003,02-23-2023,535
Clothing,S003,02-23-2023,475
Electronics,S003,02-23-2023,460
Furniture,S003,02-23-2023,239
Clothing,S004,02-23-2023,905
Electronics,S004,02-23-2023,1027
Furniture,S004,02-23-2023,236
Toys,S004,02-23-2023,427
Groceries,S004,02-23-2023,454
Furniture,S005,02-23-2023,383
Electronics,S005,02-23-2023,868
Groceries,S005,02-23-2023,270
Toys,S005,02-23-2023,645
Clothing,S005,02-23-2023,1168
Electronics,S001,02-24-2023,717
Toys,S001,02-24-2023,248
Furniture,S001,02-24-2023,455
Clothing,S001,02-24-2023,731
Groceries,S001,02-24-2023,512
Groceries,S002,02-24-2023,755
Toys,S002,02-24-2023,632
Electronics,S002,02-24-2023,337
Clothing,S002,02-24-2023,996
Furniture,S002,02-24-2023,501
Toys,S003,02-24-2023,626
Clothing,S003,02-24-2023,404
Furniture,S003,02-24-2023,1321
Groceries,S003,02-24-2023,360
Electronics,S003,02-24-2023,200
Clothing,S004,02-24-2023,612
Toys,S004,02-24-2023,132
Electronics,S004,02-24-2023,351
Groceries,S004,02-24-2023,1173
Furniture,S004,02-24-2023,582
Electronics,S005,02-24-2023,782
Toys,S005,02-24-2023,385
Furniture,S005,02-24-2023,985
Groceries,S005,02-24-2023,1013
Clothing,S005,02-24-2023,17
Electronics,S001,02-25-2023,401
Groceries,S001,02-25-2023,498
Furniture,S001,02-25-2023,401
Clothing,S001,02-25-2023,332
Toys,S001,02-25-2023,977
Clothing,S002,02-25-2023,531
Toys,S002,02-25-2023,817
Furniture,S002,02-25-2023,288
Groceries,S002,02-25-2023,944
Electronics,S002,02-25-2023,363
Furniture,S003,02-25-2023,839
Toys,S003,02-25-2023,151
Groceries,S003,02-25-2023,481
Clothing,S003,02-25-2023,643
Electronics,S003,02-25-2023,861
Furniture,S004,02-25-2023,42
Toys,S004,02-25-2023,738
Clothing,S004,02-25-2023,183
Groceries,S004,02-25-2023,532
Electronics,S004,02-25-2023,709
Groceries,S005,02-25-2023,925
Electronics,S005,02-25-2023,793
Clothing,S005,02-25-2023,312
Furniture,S005,02-25-2023,193
Toys,S005,02-25-2023,52
Toys,S001,02-26-2023,247
Electronics,S001,02-26-2023,1133
Furniture,S001,02-26-2023,1110
Groceries,S001,02-26-2023,213
Clothing,S001,02-26-2023,413
Groceries,S002,02-26-2023,304
Clothing,S002,02-26-2023,499
Toys,S002,02-26-2023,539
Furniture,S002,02-26-2023,342
Electronics,S002,02-26-2023,371
Clothing,S003,02-26-2023,546
Groceries,S003,02-26-2023,431
Toys,S003,02-26-2023,1702
Electronics,S003,02-26-2023,266
Furniture,S003,02-26-2023,442
Clothing,S004,02-26-2023,635
Toys,S004,02-26-2023,642
Groceries,S004,02-26-2023,492
Electronics,S004,02-26-2023,68
Furniture,S004,02-26-2023,254
Groceries,S005,02-26-2023,604
Furniture,S005,02-26-2023,541
Clothing,S005,02-26-2023,249
Electronics,S005,02-26-2023,346
Toys,S005,02-26-2023,450
Furniture,S001,02-27-2023,627
Groceries,S001,02-27-2023,618
Electronics,S001,02-27-2023,300
Toys,S001,02-27-2023,562
Clothing,S001,02-27-2023,178
Electronics,S002,02-27-2023,1069
Toys,S002,02-27-2023,638
Clothing,S002,02-27-2023,295
Groceries,S002,02-27-2023,41
Furniture,S002,02-27-2023,562
Groceries,S003,02-27-2023,832
Toys,S003,02-27-2023,844
Furniture,S003,02-27-2023,910
Electronics,S003,02-27-2023,153
Clothing,S003,02-27-2023,82
Toys,S004,02-27-2023,1029
Electronics,S004,02-27-2023,991
Furniture,S004,02-27-2023,595
Groceries,S004,02-27-2023,225
Clothing,S004,02-27-2023,293
Furniture,S005,02-27-2023,460
Toys,S005,02-27-2023,913
Clothing,S005,02-27-2023,978
Electronics,S005,02-27-2023,217
Groceries,S005,02-27-2023,76
Clothing,S001,02-28-2023,1635
Toys,S001,02-28-2023,30
Groceries,S001,02-28-2023,1208
Furniture,S001,02-28-2023,598
Electronics,S001,02-28-2023,453
Electronics,S002,02-28-2023,219
Toys,S002,02-28-2023,490
Clothing,S002,02-28-2023,584
Groceries,S002,02-28-2023,829
Furniture,S002,02-28-2023,311
Furniture,S003,02-28-2023,786
Toys,S003,02-28-2023,302
Groceries,S003,02-28-2023,89
Electronics,S003,02-28-2023,835
Clothing,S003,02-28-2023,96
Furniture,S004,02-28-2023,64
Clothing,S004,02-28-2023,810
Groceries,S004,02-28-2023,1561
Electronics,S004,02-28-2023,12
Toys,S004,02-28-2023,1107
Groceries,S005,02-28-2023,740
Furniture,S005,02-28-2023,807
Toys,S005,02-28-2023,764
Clothing,S005,02-28-2023,546
Clothing,S001,03-01-2023,432
Electronics,S001,03-01-2023,472
Toys,S001,03-01-2023,114
Groceries,S001,03-01-2023,738
Furniture,S001,03-01-2023,648
Furniture,S002,03-01-2023,1123
Electronics,S002,03-01-2023,247
Groceries,S002,03-01-2023,933
Clothing,S002,03-01-2023,202
Toys,S002,03-01-2023,245
Clothing,S003,03-01-2023,674
Furniture,S003,03-01-2023,219
Groceries,S003,03-01-2023,310
Toys,S003,03-01-2023,742
Electronics,S003,03-01-2023,746
Groceries,S004,03-01-2023,1473
Furniture,S004,03-01-2023,63
Electronics,S004,03-01-2023,689
Clothing,S004,03-01-2023,78
Toys,S004,03-01-2023,394
Groceries,S005,03-01-2023,371
Furniture,S005,03-01-2023,833
Clothing,S005,03-01-2023,80
Toys,S005,03-01-2023,427
Electronics,S005,03-01-2023,167
Furniture,S001,03-02-2023,835
Clothing,S001,03-02-2023,923
Groceries,S001,03-02-2023,244
Toys,S001,03-02-2023,1040
Electronics,S001,03-02-2023,423
Electronics,S002,03-02-2023,720
Clothing,S002,03-02-2023,357
Furniture,S002,03-02-2023,386
Groceries,S002,03-02-2023,810
Toys,S002,03-02-2023,610
Groceries,S003,03-02-2023,664
Electronics,S003,03-02-2023,1029
Clothing,S003,03-02-2023,888
Furniture,S003,03-02-2023,255
Groceries,S004,03-02-2023,298
Furniture,S004,03-02-2023,576
Clothing,S004,03-02-2023,453
Toys,S004,03-02-2023,454
Electronics,S004,03-02-2023,613
Toys,S005,03-02-2023,1514
Groceries,S005,03-02-2023,260
Electronics,S005,03-02-2023,1014
Clothing,S005,03-02-2023,139
Furniture,S005,03-02-2023,126
Clothing,S001,03-03-2023,841
Groceries,S001,03-03-2023,268
Toys,S001,03-03-2023,954
Furniture,S001,03-03-2023,152
Electronics,S001,03-03-2023,295
Furniture,S002,03-03-2023,316
Electronics,S002,03-03-2023,912
Clothing,S002,03-03-2023,962
Groceries,S002,03-03-2023,1052
Toys,S002,03-03-2023,373
Clothing,S003,03-03-2023,320
Electronics,S003,03-03-2023,1144
Groceries,S003,03-03-2023,1100
Furniture,S003,03-03-2023,118
Toys,S003,03-03-2023,306
Electronics,S004,03-03-2023,430
Toys,S004,03-03-2023,367
Groceries,S004,03-03-2023,614
Clothing,S004,03-03-2023,206
Furniture,S004,03-03-2023,130
Toys,S005,03-03-2023,526
Clothing,S005,03-03-2023,161
Electronics,S005,03-03-2023,597
Furniture,S005,03-03-2023,498
Groceries,S005,03-03-2023,148
Groceries,S001,03-04-2023,639
Electronics,S001,03-04-2023,1330
Toys,S001,03-04-2023,587
Clothing,S001,03-04-2023,317
Furniture,S001,03-04-2023,197
Groceries,S002,03-04-2023,411
Toys,S002,03-04-2023,1015
Electronics,S002,03-04-2023,205
Furniture,S002,03-04-2023,717
Clothing,S002,03-04-2023,565
Clothing,S003,03-04-2023,679
Groceries,S003,03-04-2023,351
Furniture,S003,03-04-2023,1013
Toys,S003,03-04-2023,890
Electronics,S003,03-04-2023,220
Groceries,S004,03-04-2023,1489
Clothing,S004,03-04-2023,343
Toys,S004,03-04-2023,830
Furniture,S004,03-04-2023,657
Electronics,S004,03-04-2023,403
Furniture,S005,03-04-2023,710
Clothing,S005,03-04-2023,1018
Groceries,S005,03-04-2023,345
Toys,S005,03-04-2023,227
Electronics,S005,03-04-2023,61
Furniture,S001,03-05-2023,571
Electronics,S001,03-05-2023,514
Toys,S001,03-05-2023,1545
Clothing,S001,03-05-2023,544
Groceries,S001,03-05-2023,332
Clothing,S002,03-05-2023,383
Groceries,S002,03-05-2023,709
Furniture,S002,03-05-2023,970
Electronics,S002,03-05-2023,297
Toys,S002,03-05-2023,572
Toys,S003,03-05-2023,361
Clothing,S003,03-05-2023,312
Groceries,S003,03-05-2023,315
Electronics,S003,03-05-2023,635
Furniture,S003,03-05-2023,573
Clothing,S004,03-05-2023,279
Groceries,S004,03-05-2023,394
Electronics,S004,03-05-2023,1027
Toys,S004,03-05-2023,551
Furniture,S004,03-05-2023,208
Electronics,S005,03-05-2023,395
Clothing,S005,03-05-2023,825
Groceries,S005,03-05-2023,786
Furniture,S005,03-05-2023,198
Toys,S005,03-05-2023,352
Toys,S001,03-06-2023,494
Furniture,S001,03-06-2023,435
Groceries,S001,03-06-2023,389
Electronics,S001,03-06-2023,1004
Toys,S002,03-06-2023,831
Groceries,S002,03-06-2023,213
Electronics,S002,03-06-2023,45
Clothing,S002,03-06-2023,855
Furniture,S002,03-06-2023,1119
Toys,S003,03-06-2023,856
Groceries,S003,03-06-2023,633
Furniture,S003,03-06-2023,364
Clothing,S003,03-06-2023,646
Electronics,S003,03-06-2023,246
Electronics,S004,03-06-2023,125
Furniture,S004,03-06-2023,416
Groceries,S004,03-06-2023,547
Clothing,S004,03-06-2023,400
Toys,S004,03-06-2023,528
Electronics,S005,03-06-2023,658
Toys,S005,03-06-2023,642
Groceries,S005,03-06-2023,267
Furniture,S005,03-06-2023,505
Clothing,S005,03-06-2023,60
Toys,S001,03-07-2023,637
Electronics,S001,03-07-2023,469
