product,city,date,sales,discount_pct,weather_condition,is_holiday,seasonality
Clothing,Delhi,03-26-2023,16,0,Rainy,1,Winter
Clothing,Delhi,03-26-2023,32,10,Snowy,1,Winter
Toys,Delhi,03-26-2023,97,15,Snowy,0,Summer
Toys,Delhi,03-26-2023,126,0,Snowy,1,Spring
Groceries,Delhi,03-26-2023,92,20,Sunny,1,Winter
Clothing,Delhi,03-26-2023,158,0,Cloudy,0,Spring
Groceries,Delhi,03-26-2023,111,20,Rainy,1,Spring
Groceries,Delhi,03-26-2023,7,20,Cloudy,0,Winter
Groceries,Delhi,03-26-2023,4,0,Snowy,1,Spring
Toys,Delhi,03-26-2023,16,15,Sunny,1,Spring
Groceries,Delhi,03-26-2023,18,0,Snowy,0,Summer
Clothing,Delhi,03-26-2023,300,5,Cloudy,0,Summer
Groceries,Delhi,03-26-2023,10,5,Cloudy,0,Summer
Clothing,Mumbai,03-26-2023,44,0,Snowy,0,Spring
Clothing,Mumbai,03-26-2023,103,10,Cloudy,0,Summer
Toys,Mumbai,03-26-2023,226,5,Sunny,0,Summer
Toys,Mumbai,03-26-2023,47,5,Rainy,0,Winter
Clothing,Mumbai,03-26-2023,46,20,Snowy,0,Summer
Clothing,Mumbai,03-26-2023,261,20,Rainy,1,Spring
Groceries,Mumbai,03-26-2023,82,10,Rainy,1,Spring
Clothing,Mumbai,03-26-2023,277,5,Rainy,1,Spring
Groceries,Mumbai,03-26-2023,141,0,Snowy,0,Summer
Groceries,Mumbai,03-26-2023,59,20,Snowy,0,Autumn
Groceries,Mumbai,03-26-2023,275,10,Cloudy,1,Autumn
Toys,Bangalore,03-26-2023,20,5,Cloudy,1,Summer
Toys,Bangalore,03-26-2023,359,10,Sunny,1,Winter
Clothing,Bangalore,03-26-2023,63,20,Cloudy,0,Summer
Clothing,Bangalore,03-26-2023,104,0,Sunny,1,Winter
Groceries,Bangalore,03-26-2023,325,15,Sunny,1,Autumn
Clothing,Bangalore,03-26-2023,187,10,Cloudy,1,Winter
Toys,Bangalore,03-26-2023,44,5,Rainy,1,Autumn
Groceries,Delhi,03-27-2023,90,5,Cloudy,0,Autumn
Groceries,Delhi,03-27-2023,427,0,Sunny,1,Autumn
Toys,Delhi,03-27-2023,71,15,Rainy,1,Summer
Groceries,Delhi,03-27-2023,129,10,Snowy,0,Autumn
Clothing,Delhi,03-27-2023,259,5,Sunny,1,Winter
Toys,Delhi,03-27-2023,61,0,Snowy,1,Autumn
Groceries,Delhi,03-27-2023,119,15,Cloudy,0,Summer
Groceries,Delhi,03-27-2023,406,10,Cloudy,0,Autumn
Clothing,Delhi,03-27-2023,83,5,Snowy,0,Spring
Groceries,Mumbai,03-27-2023,72,15,Sunny,1,Spring
Clothing,Mumbai,03-27-2023,117,20,Cloudy,0,Winter
Groceries,Mumbai,03-27-2023,186,5,Rainy,0,Autumn
Clothing,Mumbai,03-27-2023,40,15,Cloudy,1,Summer
Clothing,Mumbai,03-27-2023,306,0,Cloudy,1,Summer
Groceries,Mumbai,03-27-2023,335,10,Sunny,0,Spring
Clothing,Mumbai,03-27-2023,7,15,Sunny,1,Summer
Clothing,Mumbai,03-27-2023,422,15,Rainy,0,Winter
Toys,Mumbai,03-27-2023,196,20,Sunny,1,Winter
Clothing,Mumbai,03-27-2023,12,5,Sunny,0,Summer
Clothing,Mumbai,03-27-2023,79,10,Rainy,1,Spring
Toys,Bangalore,03-27-2023,197,5,Cloudy,1,Summer
Groceries,Bangalore,03-27-2023,221,0,Cloudy,1,Winter
Groceries,Bangalore,03-27-2023,112,20,Cloudy,0,Summer
Clothing,Bangalore,03-27-2023,60,10,Sunny,1,Winter
Clothing,Bangalore,03-27-2023,250,10,Cloudy,0,Autumn
Toys,Bangalore,03-27-2023,83,15,Cloudy,0,Summer
Groceries,Bangalore,03-27-2023,139,20,Sunny,0,Autumn
Groceries,Bangalore,03-27-2023,4,10,Rainy,1,Autumn
Clothing,Bangalore,03-27-2023,178,10,Rainy,0,Autumn
Clothing,Bangalore,03-27-2023,60,0,Cloudy,1,Spring
Groceries,Bangalore,03-27-2023,229,5,Cloudy,1,Winter
Groceries,Bangalore,03-27-2023,185,15,Sunny,0,Spring
Clothing,Bangalore,03-27-2023,159,15,Rainy,0,Spring
Groceries,Delhi,03-28-2023,339,15,Rainy,1,Winter
Toys,Delhi,03-28-2023,85,20,Sunny,1,Winter
Clothing,Delhi,03-28-2023,110,0,Sunny,0,Spring
Clothing,Delhi,03-28-2023,18,20,Sunny,0,Autumn
Clothing,Delhi,03-28-2023,349,5,Sunny,0,Summer
Clothing,Delhi,03-28-2023,199,5,Sunny,0,Autumn
Groceries,Delhi,03-28-2023,203,10,Cloudy,1,Spring
Groceries,Delhi,03-28-2023,109,10,Sunny,1,Winter
Groceries,Delhi,03-28-2023,341,5,Cloudy,1,Winter
Toys,Delhi,03-28-2023,212,20,Snowy,1,Winter
Clothing,Delhi,03-28-2023,45,5,Cloudy,1,Autumn
Groceries,Delhi,03-28-2023,284,5,Rainy,0,Summer
Groceries,Delhi,03-28-2023,115,20,Snowy,0,Autumn
Toys,Mumbai,03-28-2023,189,0,Rainy,1,Spring
Clothing,Mumbai,03-28-2023,136,10,Sunny,1,Summer
Clothing,Mumbai,03-28-2023,406,10,Rainy,0,Winter
Groceries,Mumbai,03-28-2023,197,20,Rainy,0,Winter
Clothing,Mumbai,03-28-2023,72,15,Snowy,0,Winter
Groceries,Mumbai,03-28-2023,3,15,Sunny,0,Spring
Clothing,Mumbai,03-28-2023,310,10,Cloudy,0,Spring
Toys,Mumbai,03-28-2023,82,15,Cloudy,0,Winter
Toys,Mumbai,03-28-2023,79,10,Snowy,1,Autumn
Clothing,Mumbai,03-28-2023,27,20,Sunny,1,Autumn
Clothing,Mumbai,03-28-2023,63,20,Rainy,0,Spring
Clothing,Mumbai,03-28-2023,116,15,Snowy,0,Spring
Toys,Mumbai,03-28-2023,11,0,Sunny,1,Autumn
Clothing,Mumbai,03-28-2023,478,20,Sunny,1,Summer
Groceries,Mumbai,03-28-2023,230,10,Cloudy,0,Autumn
Groceries,Mumbai,03-28-2023,244,10,Rainy,1,Spring
Clothing,Bangalore,03-28-2023,123,10,Snowy,0,Summer
Groceries,Bangalore,03-28-2023,140,10,Cloudy,1,Spring
Toys,Bangalore,03-28-2023,283,15,Sunny,0,Winter
Clothing,Bangalore,03-28-2023,168,10,Rainy,1,Winter
Toys,Bangalore,03-28-2023,8,5,Sunny,1,Summer
Toys,Bangalore,03-28-2023,5,15,Sunny,0,Summer
Groceries,Bangalore,03-28-2023,14,0,Snowy,0,Autumn
Groceries,Bangalore,03-28-2023,472,0,Sunny,1,Summer
Toys,Bangalore,03-28-2023,101,15,Cloudy,1,Summer
Toys,Bangalore,03-28-2023,35,5,Sunny,0,Autumn
Groceries,Delhi,03-29-2023,159,0,Rainy,1,Winter
Clothing,Delhi,03-29-2023,103,0,Cloudy,0,Spring
Clothing,Delhi,03-29-2023,116,20,Rainy,1,Summer
Groceries,Delhi,03-29-2023,78,0,Sunny,1,Autumn
Toys,Delhi,03-29-2023,32,0,Rainy,1,Autumn
Groceries,Delhi,03-29-2023,101,10,Sunny,0,Autumn
Groceries,Delhi,03-29-2023,211,10,Cloudy,0,Winter
Clothing,Delhi,03-29-2023,0,0,Snowy,1,Summer
Clothing,Delhi,03-29-2023,46,20,Sunny,0,Winter
Clothing,Delhi,03-29-2023,103,10,Cloudy,1,Spring
Groceries,Delhi,03-29-2023,401,5,Rainy,1,Winter
Groceries,Mumbai,03-29-2023,209,0,Sunny,1,Autumn
Toys,Mumbai,03-29-2023,238,20,Snowy,1,Winter
Clothing,Mumbai,03-29-2023,58,20,Cloudy,0,Autumn
Groceries,Mumbai,03-29-2023,72,15,Sunny,1,Autumn
Clothing,Mumbai,03-29-2023,139,10,Sunny,1,Summer
Toys,Mumbai,03-29-2023,74,15,Snowy,0,Winter
Groceries,Mumbai,03-29-2023,78,0,Snowy,0,Summer
Clothing,Mumbai,03-29-2023,3,20,Snowy,0,Summer
Groceries,Mumbai,03-29-2023,60,5,Snowy,0,Winter
Clothing,Mumbai,03-29-2023,10,15,Rainy,1,Summer
Clothing,Mumbai,03-29-2023,32,5,Cloudy,0,Winter
Toys,Bangalore,03-29-2023,116,0,Cloudy,0,Autumn
Groceries,Bangalore,03-29-2023,437,15,Cloudy,0,Spring
Toys,Bangalore,03-29-2023,19,10,Cloudy,0,Autumn
Toys,Bangalore,03-29-2023,142,5,Cloudy,0,Autumn
Clothing,Bangalore,03-29-2023,47,0,Rainy,1,Spring
Toys,Bangalore,03-29-2023,296,0,Cloudy,0,Spring
Toys,Bangalore,03-29-2023,2,0,Cloudy,1,Summer
Clothing,Bangalore,03-29-2023,438,0,Snowy,1,Spring
Toys,Bangalore,03-29-2023,95,5,Cloudy,1,Spring
Toys,Bangalore,03-29-2023,114,20,Snowy,0,Spring
Clothing,Delhi,03-30-2023,294,20,Snowy,0,Autumn
Clothing,Delhi,03-30-2023,93,0,Cloudy,1,Spring
Groceries,Delhi,03-30-2023,190,5,Sunny,0,Summer
Groceries,Delhi,03-30-2023,294,20,Cloudy,0,Autumn
Clothing,Delhi,03-30-2023,97,0,Rainy,1,Spring
Groceries,Delhi,03-30-2023,134,5,Cloudy,0,Autumn
Clothing,Delhi,03-30-2023,13,0,Sunny,0,Winter
Toys,Delhi,03-30-2023,88,20,Cloudy,0,Spring
Clothing,Mumbai,03-30-2023,40,0,Rainy,0,Summer
Groceries,Mumbai,03-30-2023,129,0,Snowy,1,Autumn
Groceries,Mumbai,03-30-2023,367,10,Rainy,1,Spring
Groceries,Mumbai,03-30-2023,72,15,Sunny,1,Spring
Clothing,Mumbai,03-30-2023,27,15,Sunny,1,Summer
Groceries,Mumbai,03-30-2023,69,10,Sunny,1,Autumn
Groceries,Mumbai,03-30-2023,95,10,Sunny,0,Winter
Toys,Mumbai,03-30-2023,101,5,Sunny,1,Winter
Groceries,Mumbai,03-30-2023,87,5,Cloudy,0,Spring
Toys,Mumbai,03-30-2023,110,5,Snowy,0,Spring
Clothing,Mumbai,03-30-2023,103,10,Cloudy,0,Spring
Clothing,Mumbai,03-30-2023,245,10,Cloudy,1,Autumn
Toys,Mumbai,03-30-2023,27,10,Sunny,0,Summer
Groceries,Mumbai,03-30-2023,234,5,Snowy,0,Winter
Toys,Bangalore,03-30-2023,38,15,Sunny,1,Summer
Toys,Bangalore,03-30-2023,67,10,Rainy,0,Spring
Toys,Bangalore,03-30-2023,242,15,Snowy,1,Spring
Groceries,Bangalore,03-30-2023,244,10,Sunny,1,Autumn
Groceries,Bangalore,03-30-2023,437,0,Rainy,1,Spring
Clothing,Bangalore,03-30-2023,222,15,Cloudy,1,Summer
Toys,Bangalore,03-30-2023,106,15,Sunny,0,Spring
Clothing,Bangalore,03-30-2023,206,20,Cloudy,1,Summer
Toys,Delhi,03-31-2023,26,15,Rainy,0,Winter
Groceries,Delhi,03-31-2023,141,10,Snowy,1,Winter
Clothing,Delhi,03-31-2023,34,20,Cloudy,1,Spring
Clothing,Delhi,03-31-2023,47,20,Sunny,0,Spring
Toys,Delhi,03-31-2023,344,10,Sunny,1,Autumn
Clothing,Delhi,03-31-2023,71,15,Snowy,0,Autumn
Groceries,Delhi,03-31-2023,48,0,Rainy,0,Winter
Toys,Delhi,03-31-2023,19,5,Rainy,0,Spring
Toys,Delhi,03-31-2023,159,0,Cloudy,0,Summer
Clothing,Delhi,03-31-2023,112,15,Sunny,1,Winter
Toys,Mumbai,03-31-2023,125,5,Rainy,1,Summer
Clothing,Mumbai,03-31-2023,42,15,Cloudy,0,Autumn
Toys,Mumbai,03-31-2023,118,15,Sunny,1,Autumn
Toys,Mumbai,03-31-2023,135,10,Rainy,0,Autumn
Toys,Mumbai,03-31-2023,203,10,Rainy,1,Summer
Toys,Mumbai,03-31-2023,9,0,Sunny,1,Spring
Clothing,Mumbai,03-31-2023,166,15,Snowy,0,Spring
Groceries,Mumbai,03-31-2023,107,5,Rainy,0,Summer
Groceries,Mumbai,03-31-2023,74,5,Snowy,1,Summer
Toys,Mumbai,03-31-2023,369,0,Snowy,0,Autumn
Toys,Mumbai,03-31-2023,309,10,Sunny,0,Autumn
Groceries,Mumbai,03-31-2023,294,20,Cloudy,1,Summer
Toys,Mumbai,03-31-2023,133,0,Cloudy,1,Autumn
Toys,Mumbai,03-31-2023,318,0,Snowy,1,Winter
Groceries,Mumbai,03-31-2023,65,15,Sunny,0,Spring
Groceries,Bangalore,03-31-2023,42,20,Snowy,1,Winter
Toys,Bangalore,03-31-2023,36,20,Rainy,0,Summer
Groceries,Bangalore,03-31-2023,405,0,Cloudy,0,Summer
Groceries,Bangalore,03-31-2023,203,20,Rainy,1,Autumn
Clothing,Bangalore,03-31-2023,82,5,Sunny,0,Winter
Clothing,Bangalore,03-31-2023,130,5,Cloudy,1,Summer
Groceries,Bangalore,03-31-2023,82,10,Snowy,1,Spring
Clothing,Bangalore,03-31-2023,188,15,Cloudy,1,Autumn
Clothing,Bangalore,03-31-2023,153,0,Snowy,0,Spring
Toys,Bangalore,03-31-2023,53,0,Cloudy,0,Summer
Groceries,Bangalore,03-31-2023,110,15,Sunny,0,Spring
Clothing,Bangalore,03-31-2023,26,10,Cloudy,0,Spring
Groceries,Bangalore,03-31-2023,89,0,Cloudy,0,Winter
Groceries,Delhi,04-01-2023,308,15,Cloudy,1,Summer
Groceries,Delhi,04-01-2023,62,5,Rainy,1,Summer
Groceries,Delhi,04-01-2023,78,20,Snowy,0,Winter
Groceries,Delhi,04-01-2023,40,0,Sunny,0,Autumn
Groceries,Delhi,04-01-2023,335,15,Sunny,1,Autumn
Toys,Delhi,04-01-2023,86,10,Sunny,1,Summer
Toys,Delhi,04-01-2023,343,15,Snowy,1,Winter
Clothing,Delhi,04-01-2023,43,10,Snowy,0,Summer
Toys,Delhi,04-01-2023,26,0,Rainy,1,Summer
Groceries,Delhi,04-01-2023,112,15,Cloudy,1,Winter
Clothing,Delhi,04-01-2023,48,20,Rainy,0,Autumn
Groceries,Mumbai,04-01-2023,84,10,Cloudy,0,Winter
Clothing,Mumbai,04-01-2023,70,0,Snowy,1,Autumn
Toys,Mumbai,04-01-2023,354,20,Sunny,1,Summer
Groceries,Mumbai,04-01-2023,16,15,Rainy,1,Spring
Toys,Mumbai,04-01-2023,13,0,Rainy,1,Winter
Groceries,Mumbai,04-01-2023,14,10,Snowy,1,Autumn
Groceries,Mumbai,04-01-2023,87,5,Sunny,0,Winter
Clothing,Mumbai,04-01-2023,9,15,Sunny,1,Spring
Groceries,Mumbai,04-01-2023,55,20,Sunny,1,Autumn
Groceries,Mumbai,04-01-2023,155,10,Sunny,0,Spring
Clothing,Mumbai,04-01-2023,240,10,Snowy,1,Winter
Clothing,Mumbai,04-01-2023,160,20,Sunny,0,Autumn
Clothing,Mumbai,04-01-2023,255,0,Cloudy,0,Autumn
Clothing,Mumbai,04-01-2023,360,10,Rainy,1,Autumn
Clothing,Bangalore,04-01-2023,45,20,Snowy,1,Summer
Clothing,Bangalore,04-01-2023,1,5,Sunny,0,Winter
Groceries,Bangalore,04-01-2023,165,0,Snowy,1,Summer
Toys,Bangalore,04-01-2023,167,5,Rainy,1,Spring
Toys,Bangalore,04-01-2023,174,0,Sunny,0,Autumn
Clothing,Bangalore,04-01-2023,2,0,Sunny,1,Winter
Groceries,Bangalore,04-01-2023,193,5,Rainy,1,Winter
Clothing,Bangalore,04-01-2023,239,10,Sunny,0,Autumn
Toys,Bangalore,04-01-2023,73,0,Rainy,1,Spring
Clothing,Delhi,04-02-2023,337,0,Rainy,0,Spring
Clothing,Delhi,04-02-2023,107,15,Cloudy,1,Winter
Groceries,Delhi,04-02-2023,27,15,Snowy,0,Summer
Groceries,Delhi,04-02-2023,277,0,Cloudy,0,Autumn
Clothing,Delhi,04-02-2023,137,0,Cloudy,0,Winter
Groceries,Delhi,04-02-2023,85,15,Sunny,0,Autumn
Groceries,Delhi,04-02-2023,69,15,Rainy,1,Summer
Toys,Delhi,04-02-2023,63,0,Rainy,1,Winter
Clothing,Delhi,04-02-2023,48,15,Sunny,0,Spring
Toys,Delhi,04-02-2023,43,10,Rainy,0,Spring
Toys,Delhi,04-02-2023,111,0,Rainy,1,Summer
Groceries,Delhi,04-02-2023,371,5,Cloudy,0,Summer
Groceries,Delhi,04-02-2023,172,5,Sunny,1,Spring
Toys,Mumbai,04-02-2023,65,0,Rainy,0,Spring
Groceries,Mumbai,04-02-2023,50,15,Cloudy,0,Autumn
Toys,Mumbai,04-02-2023,279,15,Rainy,1,Summer
Groceries,Mumbai,04-02-2023,58,20,Rainy,1,Spring
Clothing,Mumbai,04-02-2023,123,5,Cloudy,0,Summer
Groceries,Mumbai,04-02-2023,253,10,Snowy,1,Summer
Groceries,Mumbai,04-02-2023,24,20,Rainy,1,Winter
Toys,Mumbai,04-02-2023,46,5,Snowy,0,Winter
Clothing,Mumbai,04-02-2023,77,15,Rainy,1,Summer
Clothing,Mumbai,04-02-2023,8,15,Snowy,1,Spring
Groceries,Bangalore,04-02-2023,260,0,Sunny,1,Spring
Clothing,Bangalore,04-02-2023,215,15,Cloudy,0,Summer
Groceries,Bangalore,04-02-2023,11,5,Snowy,1,Autumn
Groceries,Bangalore,04-02-2023,78,20,Snowy,0,Summer
Groceries,Bangalore,04-02-2023,104,10,Sunny,0,Winter
Groceries,Bangalore,04-02-2023,34,10,Snowy,0,Autumn
Groceries,Bangalore,04-02-2023,219,15,Rainy,0,Spring
Groceries,Bangalore,04-02-2023,87,10,Rainy,0,Summer
Clothing,Bangalore,04-02-2023,129,10,Snowy,1,Winter
Clothing,Bangalore,04-02-2023,158,0,Cloudy,1,Spring
Clothing,Bangalore,04-02-2023,376,15,Rainy,0,Summer
Toys,Bangalore,04-02-2023,2,15,Cloudy,1,Spring
Toys,Delhi,04-03-2023,231,5,Rainy,1,Summer
Clothing,Delhi,04-03-2023,116,5,Snowy,0,Summer
Toys,Delhi,04-03-2023,193,20,Sunny,0,Spring
Clothing,Delhi,04-03-2023,86,10,Cloudy,0,Autumn
Groceries,Delhi,04-03-2023,258,10,Rainy,1,Spring
Groceries,Delhi,04-03-2023,38,20,Snowy,1,Summer
Clothing,Delhi,04-03-2023,260,10,Snowy,1,Spring
Clothing,Delhi,04-03-2023,184,20,Sunny,0,Spring
Clothing,Delhi,04-03-2023,168,15,Rainy,0,Autumn
Clothing,Delhi,04-03-2023,329,5,Sunny,0,Winter
Toys,Delhi,04-03-2023,143,10,Sunny,1,Winter
Toys,Delhi,04-03-2023,28,10,Snowy,0,Winter
Groceries,Mumbai,04-03-2023,54,0,Sunny,0,Spring
Toys,Mumbai,04-03-2023,146,15,Cloudy,0,Spring
Toys,Mumbai,04-03-2023,49,15,Sunny,0,Autumn
Toys,Mumbai,04-03-2023,152,0,Snowy,1,Winter
Toys,Mumbai,04-03-2023,352,20,Sunny,1,Summer
Clothing,Mumbai,04-03-2023,237,20,Rainy,1,Spring
Groceries,Mumbai,04-03-2023,20,10,Rainy,0,Autumn
Toys,Mumbai,04-03-2023,307,20,Rainy,0,Autumn
Toys,Mumbai,04-03-2023,9,10,Snowy,1,Autumn
Toys,Mumbai,04-03-2023,34,15,Snowy,1,Spring
Toys,Mumbai,04-03-2023,32,20,Snowy,0,Summer
Groceries,Mumbai,04-03-2023,24,0,Rainy,1,Autumn
Groceries,Mumbai,04-03-2023,205,5,Cloudy,0,Spring
Groceries,Mumbai,04-03-2023,121,20,Sunny,0,Spring
Clothing,Mumbai,04-03-2023,45,5,Sunny,1,Winter
Clothing,Mumbai,04-03-2023,13,10,Rainy,0,Winter
Toys,Bangalore,04-03-2023,52,10,Cloudy,1,Autumn
Clothing,Bangalore,04-03-2023,231,0,Snowy,0,Winter
Groceries,Bangalore,04-03-2023,324,15,Sunny,1,Spring
Toys,Bangalore,04-03-2023,78,5,Rainy,0,Summer
Toys,Bangalore,04-03-2023,208,5,Snowy,0,Summer
Groceries,Bangalore,04-03-2023,82,5,Rainy,1,Autumn
Groceries,Bangalore,04-03-2023,134,20,Rainy,0,Summer
Toys,Bangalore,04-03-2023,199,0,Sunny,1,Spring
Groceries,Bangalore,04-03-2023,55,10,Sunny,0,Summer
Toys,Bangalore,04-03-2023,298,0,Sunny,0,Winter
Clothing,Bangalore,04-03-2023,334,10,Sunny,0,Spring
Groceries,Bangalore,04-03-2023,110,5,Sunny,0,Winter
Groceries,Bangalore,04-03-2023,33,20,Rainy,1,Summer
Toys,Bangalore,04-03-2023,13,5,Cloudy,1,Summer
Clothing,Delhi,04-04-2023,91,20,Sunny,1,Autumn
Clothing,Delhi,04-04-2023,2,20,Cloudy,1,Autumn
Toys,Delhi,04-04-2023,56,20,Cloudy,1,Summer
Clothing,Delhi,04-04-2023,43,10,Cloudy,1,Spring
Toys,Delhi,04-04-2023,183,5,Rainy,1,Spring
Groceries,Delhi,04-04-2023,34,20,Sunny,0,Winter
Clothing,Delhi,04-04-2023,306,20,Cloudy,1,Autumn
Clothing,Delhi,04-04-2023,36,10,Snowy,0,Summer
Groceries,Delhi,04-04-2023,20,0,Snowy,1,Summer
Toys,Delhi,04-04-2023,143,15,Sunny,0,Winter
Clothing,Delhi,04-04-2023,188,20,Cloudy,1,Winter
Clothing,Delhi,04-04-2023,72,0,Sunny,0,Spring
Clothing,Delhi,04-04-2023,59,5,Rainy,1,Summer
Clothing,Delhi,04-04-2023,459,20,Sunny,0,Summer
Clothing,Delhi,04-04-2023,88,15,Sunny,1,Winter
Groceries,Delhi,04-04-2023,91,15,Sunny,0,Autumn
Clothing,Delhi,04-04-2023,100,10,Rainy,0,Summer
Toys,Delhi,04-04-2023,74,10,Cloudy,1,Spring
Toys,Delhi,04-04-2023,308,5,Cloudy,1,Summer
Clothing,Mumbai,04-04-2023,19,20,Cloudy,0,Winter
Clothing,Mumbai,04-04-2023,268,10,Cloudy,0,Summer
Groceries,Mumbai,04-04-2023,93,10,Snowy,1,Summer
Clothing,Mumbai,04-04-2023,156,15,Cloudy,1,Spring
Groceries,Mumbai,04-04-2023,23,0,Snowy,1,Autumn
Toys,Mumbai,04-04-2023,235,15,Rainy,0,Spring
Groceries,Mumbai,04-04-2023,185,0,Sunny,1,Spring
Toys,Mumbai,04-04-2023,157,10,Snowy,0,Winter
Groceries,Mumbai,04-04-2023,74,5,Rainy,1,Autumn
Groceries,Mumbai,04-04-2023,33,5,Cloudy,1,Spring
Clothing,Mumbai,04-04-2023,267,20,Rainy,1,Autumn
Toys,Mumbai,04-04-2023,116,20,Cloudy,0,Autumn
Clothing,Bangalore,04-04-2023,120,0,Sunny,1,Summer
Clothing,Bangalore,04-04-2023,5,0,Snowy,0,Spring
Clothing,Bangalore,04-04-2023,446,0,Sunny,0,Summer
Groceries,Bangalore,04-04-2023,71,0,Cloudy,1,Autumn
Clothing,Bangalore,04-04-2023,40,5,Sunny,0,Spring
Groceries,Bangalore,04-04-2023,35,10,Rainy,0,Summer
Toys,Bangalore,04-04-2023,70,10,Cloudy,0,Autumn
Clothing,Bangalore,04-04-2023,281,15,Sunny,1,Summer
Toys,Bangalore,04-04-2023,7,10,Rainy,1,Summer
Toys,Bangalore,04-04-2023,144,15,Cloudy,1,Winter
Toys,Bangalore,04-04-2023,68,20,Rainy,1,Spring
Toys,Bangalore,04-04-2023,27,0,Snowy,0,Winter
Clothing,Bangalore,04-04-2023,59,15,Rainy,0,Autumn
Clothing,Delhi,04-05-2023,0,20,Rainy,1,Winter
Toys,Delhi,04-05-2023,115,10,Rainy,1,Autumn
Clothing,Delhi,04-05-2023,164,5,Cloudy,0,Spring
Groceries,Delhi,04-05-2023,44,0,Sunny,0,Autumn
Groceries,Delhi,04-05-2023,63,15,Sunny,0,Summer
Toys,Delhi,04-05-2023,44,20,Sunny,1,Winter
Toys,Delhi,04-05-2023,19,15,Snowy,1,Autumn
Toys,Delhi,04-05-2023,4,5,Rainy,1,Spring
Toys,Delhi,04-05-2023,57,0,Cloudy,0,Summer
Groceries,Delhi,04-05-2023,248,15,Cloudy,0,Autumn
Clothing,Delhi,04-05-2023,107,0,Cloudy,0,Winter
Clothing,Delhi,04-05-2023,8,5,Sunny,0,Spring
Groceries,Mumbai,04-05-2023,156,15,Cloudy,0,Summer
Clothing,Mumbai,04-05-2023,183,20,Cloudy,0,Autumn
Toys,Mumbai,04-05-2023,24,5,Rainy,1,Summer
Toys,Mumbai,04-05-2023,117,0,Cloudy,1,Autumn
Clothing,Mumbai,04-05-2023,14,5,Cloudy,0,Spring
Clothing,Mumbai,04-05-2023,19,20,Snowy,0,Spring
Toys,Mumbai,04-05-2023,238,0,Sunny,1,Summer
Toys,Mumbai,04-05-2023,48,10,Rainy,0,Summer
Toys,Mumbai,04-05-2023,334,0,Sunny,0,Summer
Clothing,Bangalore,04-05-2023,201,20,Cloudy,1,Summer
Toys,Bangalore,04-05-2023,250,20,Snowy,1,Summer
Clothing,Bangalore,04-05-2023,343,0,Snowy,0,Autumn
Toys,Bangalore,04-05-2023,363,0,Sunny,0,Spring
Toys,Bangalore,04-05-2023,48,0,Snowy,0,Spring
Groceries,Bangalore,04-05-2023,61,20,Rainy,0,Winter
Clothing,Bangalore,04-05-2023,50,20,Rainy,0,Winter
Toys,Bangalore,04-05-2023,320,0,Sunny,1,Autumn
Groceries,Bangalore,04-05-2023,246,20,Rainy,1,Winter
Clothing,Delhi,04-06-2023,270,0,Snowy,1,Summer
Toys,Delhi,04-06-2023,73,5,Snowy,1,Autumn
Toys,Delhi,04-06-2023,164,5,Sunny,0,Winter
Groceries,Delhi,04-06-2023,55,20,Snowy,1,Summer
Toys,Delhi,04-06-2023,72,20,Cloudy,1,Autumn
Clothing,Delhi,04-06-2023,152,10,Rainy,1,Spring
Toys,Delhi,04-06-2023,23,0,Rainy,1,Winter
Clothing,Delhi,04-06-2023,14,5,Snowy,0,Summer
Groceries,Delhi,04-06-2023,177,10,Snowy,1,Autumn
Groceries,Delhi,04-06-2023,64,20,Sunny,0,Autumn
Toys,Mumbai,04-06-2023,29,0,Rainy,1,Spring
Toys,Mumbai,04-06-2023,27,15,Snowy,0,Autumn
Clothing,Mumbai,04-06-2023,18,15,Sunny,0,Spring
Toys,Mumbai,04-06-2023,49,10,Sunny,1,Spring
Groceries,Mumbai,04-06-2023,176,20,Cloudy,0,Winter
Clothing,Mumbai,04-06-2023,321,10,Sunny,1,Winter
Clothing,Mumbai,04-06-2023,347,5,Sunny,0,Spring
Groceries,Mumbai,04-06-2023,20,0,Sunny,0,Spring
Toys,Mumbai,04-06-2023,144,10,Cloudy,0,Spring
Clothing,Mumbai,04-06-2023,117,0,Cloudy,1,Spring
Groceries,Mumbai,04-06-2023,184,10,Rainy,1,Spring
Groceries,Mumbai,04-06-2023,241,20,Snowy,1,Autumn
Toys,Mumbai,04-06-2023,264,10,Snowy,1,Winter
Clothing,Mumbai,04-06-2023,15,10,Cloudy,1,Autumn
Clothing,Mumbai,04-06-2023,118,0,Cloudy,1,Winter
Groceries,Bangalore,04-06-2023,186,0,Cloudy,0,Autumn
Groceries,Bangalore,04-06-2023,325,5,Sunny,1,Winter
Toys,Bangalore,04-06-2023,37,0,Sunny,1,Summer
Clothing,Bangalore,04-06-2023,225,5,Rainy,1,Summer
Clothing,Bangalore,04-06-2023,61,15,Snowy,1,Summer
Clothing,Bangalore,04-06-2023,46,10,Rainy,1,Autumn
Toys,Bangalore,04-06-2023,8,15,Snowy,1,Winter
Toys,Bangalore,04-06-2023,38,5,Sunny,0,Autumn
Clothing,Bangalore,04-06-2023,43,0,Rainy,1,Summer
Clothing,Bangalore,04-06-2023,20,20,Sunny,1,Summer
Toys,Bangalore,04-06-2023,131,15,Cloudy,0,Spring
